,Age,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,NRM_Height,NRM_Weight,Preferred Foot_Right,International Reputation_2,International Reputation_3,International Reputation_4,International Reputation_5,Weak Foot_2,Weak Foot_3,Weak Foot_4,Weak Foot_5,Skill Moves_2,Skill Moves_3,Skill Moves_4,Skill Moves_5,Asia,Cannot Find,Europe,North America,Oceania,South America,Allsvenskan,Bundesliga,Bundesliga 2,CSL,Calcio B,Camp. Scotiabank,Domino’s Ligue 2,EFL Championship,EFL League One,EFL League Two,Ekstraklasa,Eliteserien,Eredivisie,Hyundai A-League,K-League 1,LIGA Bancomer MX,LaLiga 1 I 2 I 3,LaLiga Santander,Liga Dimayor,Liga NOS,Liga do Brasil,Ligue 1 Conforama,MLS,Meiji Yasuda J1,Premier League,Pro League,RSL,Rest of World,SAF,SSE Airtricity Lge,Saudi Professional League,Scottish Prem,Serie A TIM,Super Lig,Superliga,NRM_Position_ATT,NRM_Position_DEF,NRM_Position_GK,NRM_Position_MID,2019,2020,2021,2022,2023,2024,2025,2026,High-Low,High-Medium,Low-High,Low-Low,Low-Medium,Medium-High,Medium-Low,Medium-Medium,NRM_Value_Mil
8811,0.6305075363696214,0.9982238876444754,-0.6421807455552837,0.5640638969725177,-0.17988011084409092,-0.5012078873160177,-0.33627348067286034,-1.0412627530053142,-0.2754018980739999,-0.04292813714498176,-0.019858505543967106,0.22731666368929251,0.2926886387631214,0.16846190406583855,0.4697840484503192,0.21289571799158524,0.38235437921823656,-0.6825904968984657,0.43024178281976666,0.29859365968007523,0.568497595102314,0.8186935412354016,0.9866469282356947,-0.8166260151911385,-0.028835178178652627,-0.47797185861623326,-0.3994652329456747,0.8972726750242764,0.8506094914747238,0.9612609946490437,-0.6000190918953511,-0.4372262618509396,-0.31700971900705555,-0.19856532819670603,-0.48514660493129613,-1.5298444560795639,0.9650826534006228,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0006
8812,0.8450340157768172,-1.289365899435852,-1.154464521345809,0.7943214827181657,-0.04384339337911664,-0.7273438499500902,-1.5521280024850934,-1.3676919678727377,-0.8481073014788841,-0.04292813714498176,-0.4991776284819335,-0.8437822658189248,-0.6626332105089111,-0.44150482168143473,0.138325724584072,-0.8480016302027837,-1.2434307661354518,-0.4289392625917949,0.43024178281976666,1.3333157770322683,-1.2499016323547636,0.761149060318686,0.8416919692697482,-1.430989268446785,-0.880035027647749,-0.6054913345081686,-1.0107518133508169,0.7462288124628431,0.8506094914747238,0.9142333179564871,-0.09124502650196885,-0.141400098975508,-0.37766254020009465,-0.4925380874145373,-0.5966310099456823,0.4542272792818442,0.38875674371179425,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0005
8813,-0.44212486066635753,-1.0715002054282017,-1.0007793886086513,0.7367570862817537,-0.45195354577403946,-0.670809859291572,-1.6578544826426789,-1.313287098728167,-0.7335662207979073,-0.7610415793463118,-1.1582414225216373,-1.2454443643845061,-2.1638532593649624,-2.1358568376460827,0.24881183253948772,-2.2625314277952757,-1.0692395005618422,0.33201444032821764,-0.5125415892557436,2.049661858276094,-1.4057644232796558,0.4734266557351076,0.7933736496144327,-1.1238076418189618,-1.4475015939604798,-0.4142121206702656,-0.3994652329456747,0.7965767666499876,1.0353971526858496,0.8672056412639305,-0.31736683334347204,-0.4963914944260259,-0.13505125542793822,-0.19856532819670603,-0.48514660493129613,1.5688743216197139,1.2212275021512133,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000725
8814,0.6305075363696214,0.6714253466330001,1.0483557145534497,0.16111312191763358,0.16021168281834477,0.8556078884884166,0.45667512050903075,0.4276687138980913,-0.9053778418193726,0.21820402365550187,0.2198010559250161,0.22731666368929251,0.22445136381511907,0.23623598470442447,-0.08264649132675948,0.000716248352711447,0.8468644207478618,0.16291361745710373,-0.5125415892557436,0.6169696957884423,0.9841317042353603,0.6460600984852546,-0.46290266142376957,0.9240698690331931,-0.5963017444913835,1.1160215900329589,0.8231079278646098,-0.4621220880286226,-1.413039358361568,-1.0609291031308883,-0.20430592992272045,-0.31889579670076695,-0.6202738249722511,-0.43374353557097106,-0.1506933898881377,0.4542272792818442,0.6449015924623847,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000675
8815,-1.085704298887945,-0.3089702764014258,-0.027440214606653354,0.5640638969725177,1.5205788574680874,-0.4446738966574996,0.5095383605878235,-0.2251897158367556,0.18276242464990755,0.9363174658568318,0.6392052884957367,-0.37517648415907967,-0.048497735976890215,0.10068782342725263,0.138325724584072,0.7079811471489574,0.2081631136446271,0.07836320602154678,0.5559462324298347,-0.17897039448247543,-0.21081635952214775,0.4734266557351076,0.40682709237190895,-0.4070505130207076,0.39676474655589555,0.28714499673537897,0.5611279648338345,0.8972726750242764,0.8968064067775052,0.7731502878788175,-0.26083638163309625,-0.6147219595761986,-0.19570407662097733,-0.13977077635313978,-0.09495118738094464,-0.21456094612087653,-0.44371401472762484,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1.2
8816,1.4886134539984046,0.6714253466330001,-0.6934091231343362,1.0245790684638139,0.024174965353370492,-0.614275868633054,0.13949568003627433,-0.7148335381378907,-0.6190251401169304,0.8057513854565901,-0.019858505543967106,0.026485614406501785,0.019739538971112105,-0.17040849912709105,0.24881183253948772,0.14216922811196064,0.8468644207478618,1.431169788990458,0.49309400762480066,0.37818766870716697,-0.21081635952214775,1.5092273122359896,1.228238526512272,-0.7654290774198347,0.18396478418862144,-0.2866926447783302,0.9977612365517934,1.0483165375857095,0.7120187455663793,0.9142333179564871,-0.31736683334347204,-0.31889579670076695,-0.13505125542793822,-0.19856532819670603,-0.09495118738094464,0.4542272792818442,-0.57178643910292,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00035
8837,0.8450340157768172,0.7803581936368252,0.6385286939210295,-0.6447884281921347,0.9764319876081904,1.534015776390634,0.3509486403514453,1.5157660967895028,1.5572553928216297,0.6751853050563482,0.8189499595974741,-0.8437822658189248,-1.686192334728946,0.10068782342725263,-0.30361870723759093,0.21289571799158524,1.253310707086284,-1.3589937883829213,-1.8324383101614579,-0.6565344486450261,1.088040231518622,-0.965185367182784,0.21355381375064705,0.7192821179479776,1.0351646336577178,1.3710605418168296,0.21182134745946757,-0.3110782254671894,-0.4891010523059387,-0.8257907196681055,-0.26083638163309625,-0.4963914944260259,-0.6202738249722511,-0.3161544318838385,-0.31791999740971694,0.23129787081426975,0.260684319336499,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000625
8838,0.20145457755522986,0.6169589231310876,0.22870167328860927,-0.29940204957366257,0.29624840028331906,0.34680197256175377,0.7738545609817872,1.2981466202112204,0.9272794490762571,0.4793361844559855,0.3995457270267535,1.432302959386037,1.4527223128791609,1.5917175974761428,-1.077021462925501,1.2737930661859542,0.5565456447918461,0.9238673203771163,0.49309400762480066,-0.7361284576721179,0.20481774961089855,-1.483085695433225,0.310190453061278,0.5144943668627621,0.4676980673449869,0.7972229003031205,0.6484546191774263,-1.2173414008357888,0.15765576193300176,0.3028735209532519,-0.09124502650196885,-0.25973056412568063,-0.49896818258617287,-0.5513326392581036,-0.09495118738094464,-0.6604197630560255,-1.596365834105282,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00075
8839,-0.013071901851965948,-0.6357688174129011,-0.8983226334505463,0.9094502755909898,-0.5199719045065266,-0.5577418779745358,-0.44199996083044585,-0.8780481455716025,-0.7908367611383957,-0.565192458745949,0.040056384823278696,0.09342929750076537,0.633875013503133,0.3040100653430104,-0.9665353549700854,-0.7772751403231591,-0.953111990179436,0.5011152631993315,0.6187984572348687,0.8557517228697176,-1.0940388414298712,0.24324873206824496,0.8416919692697482,-1.2773984551328734,-1.0219016692259317,-0.2229329068323625,-0.8360985046636334,0.846924720837132,0.8044125761719423,0.8672056412639305,-0.5434886401849752,-0.08223486640042169,-0.6202738249722511,-0.08097622450957352,-0.48514660493129613,0.6771566877494187,0.8370102290253276,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00065
8840,-0.6566513400735534,-1.6161644404473272,-1.666748297136334,-1.8536407533567871,-2.288449231551192,-1.3492177471937892,-2.027897163194228,-1.8573357901738727,-1.4208127048837684,-2.06670238334873,-1.9371349972958327,-1.6471064629500878,-1.4132432349369366,-1.864760515091739,-1.4084797867917482,0.21289571799158524,-1.707940807665077,-0.5980400854629088,-1.8952905349664917,0.8557517228697176,-1.7174900051294406,-2.0585305046003817,-1.2843140955641326,-1.9429586461598238,-1.7312348771168453,-1.3068484519138133,-1.0107518133508169,-1.6704729885200884,-1.2282516971504422,-1.3901228399787842,2.9613993658583246,2.876026762353894,3.0795482678031347,2.917545919512306,2.9151277480074813,0.4542272792818442,-1.4682934097299867,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0008
8841,-0.8711778194807491,-0.14557100589568817,-0.9495510110295988,0.6216282934089297,0.024174965353370492,-0.7273438499500902,-0.07195728027889665,-0.823643276427032,-1.1344600031813263,0.08763794325526006,-0.4392627381146877,-0.04045806868776179,0.3609259137111237,-0.6448270635971924,0.027839616628656253,-1.1309075897212821,-0.14021941750259181,-0.0907376168495671,-0.07257601562050546,0.45778167773425876,-0.7823132595800865,0.5309711366518233,0.9866469282356947,-1.021413766276354,-1.092834990015023,-0.5417315965622009,0.12449469311587581,0.9476206292114208,0.8968064067775052,0.9612609946490437,-0.26083638163309625,-0.4372262618509396,-0.559621003779212,-0.3161544318838385,-0.48514660493129613,0.9000860962169932,0.8370102290253276,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000925
8842,0.41598105696242565,-2.0518958284626274,-1.7692050522944391,-2.256591528411671,-0.9961004156339366,-1.744955681803416,-2.1864868834306064,-1.694121182740161,-1.764435946926699,-1.6750041421480044,-2.3565392298665535,-1.7140501460443514,-1.1402941351449274,-1.932534595730325,-1.6294520027025798,-2.545437387313774,-1.9401958284298897,-0.6825904968984657,-2.586665007821866,0.37818766870716697,-1.7694442687710714,-2.2887084282672445,-1.2843140955641326,-1.9429586461598238,-0.38350178212410946,-1.8806860934275225,-0.13748526991489946,-1.2676893550229331,-1.6902208501782567,-1.6722889001341235,2.848338462437573,2.9351919949289806,2.654978519451861,2.917545919512306,2.970869950514674,1.123015504684565,1.093155077775918,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00055
8843,-0.44212486066635753,0.4535596526253499,0.9458989593953446,0.5064995005361057,0.29624840028331906,1.138277841781007,0.5624016006666163,1.1349320127775087,1.4999848524811414,0.08763794325526006,0.5792903981284909,0.628978762254874,0.7021122884511354,0.8462027104516977,0.24881183253948772,0.5665281673897082,0.7307369103654555,0.5011152631993315,0.3673895580147326,0.6169696957884423,1.1919487588018836,-0.04447367251533339,-0.607857620389716,0.7704790557192814,0.6095647089231696,0.9885021141410235,0.8231079278646098,0.49448904152712114,-1.5054331889671309,-1.202012133208558,-0.3738972850538479,-0.4963914944260259,-0.37766254020009465,-0.4925380874145373,-0.09495118738094464,0.23129787081426975,-0.7638950756658629,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.000875
8864,-0.8711778194807491,0.8348246171387378,0.8434422042372396,-0.18427325670083855,0.4322851177482933,0.9121418791469348,0.615264840745409,0.4276687138980913,-0.04631973671204617,0.4793361844559855,0.3995457270267535,1.2984155931975099,1.4527223128791609,0.9817508717288695,-0.7455631390592539,0.49580167751008364,0.6146093999830492,-1.1898929655118073,-0.009723790815471449,0.059811632598799895,0.4126348041774217,-0.3897405580156274,-0.6561759400450314,0.5144943668627621,0.3258314257668042,-0.09541343094042713,0.03716803877228406,-0.9656016299000667,-0.8586763747281905,-0.9198460730532186,-0.3738972850538479,-0.3780610292758533,-0.19570407662097733,-0.5513326392581036,-0.26217779490252385,-1.5521373969263208,-0.44371401472762484,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0009
8866,0.20145457755522986,0.4535596526253499,0.8946705818162921,0.3338063112268696,0.29624840028331906,1.138277841781007,0.3509486403514453,0.1556443681752384,-0.21813135773351147,-0.17349421754522357,0.3995457270267535,1.0306408608204556,1.6574341377231678,0.6428804685359399,0.4697840484503192,-0.49436918080466075,0.4404181344094397,0.6702160860704454,0.3673895580147326,0.13940564162589167,0.568497595102314,-0.3897405580156274,-0.8011308990109779,0.9240698690331931,0.4676980673449869,0.28714499673537897,0.29914800180305934,0.04135745384282146,-0.6276917982142831,-0.9198460730532186,-0.20430592992272045,-0.4963914944260259,-0.6202738249722511,-0.08097622450957352,-0.37366219991690997,0.4542272792818442,0.260684319336499,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0007
8867,1.0595604951840132,0.6169589231310876,-0.9495510110295988,0.39137070766328164,0.16021168281834477,-1.0100138032426806,0.3509486403514453,0.4276687138980913,-0.5044840594359536,0.4793361844559855,0.3396308366595077,1.3653592762917734,1.1797732130871517,1.2528471942832133,0.3592979404949035,0.6372546572693328,-1.5918132972826706,-0.0907376168495671,0.49309400762480066,0.059811632598799895,-1.145993105071502,0.7036045794019703,0.7450553299591173,0.565691304634066,0.3258314257668042,-0.9242900242380071,0.5611279648338345,0.5448369957142656,0.5734279996580349,0.7731502878788175,-0.03471457479159305,-0.4372262618509396,-0.013745613041859998,-0.13977077635313978,-0.42940440242410305,-0.43749035458845104,-1.8525106828558724,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.000475
8868,-0.013071901851965948,0.29016038211961226,0.8434422042372396,0.21867751835404559,0.16021168281834477,0.34680197256175377,0.5095383605878235,-0.17078484669218502,-0.7335662207979073,-0.2387772577453445,0.4594606173939993,1.900908741045882,1.930383237515177,0.5073323072587681,-0.19313259928217522,-0.5650956706842853,0.38235437921823656,0.6702160860704454,0.053128433989562567,-0.41775242156375075,0.568497595102314,-1.1378188099329312,-1.6225423331513409,0.565691304634066,0.3258314257668042,1.3710605418168296,-0.5741185416328582,-0.4117741338414782,-0.5814948829115016,-0.40254162943509647,-0.14777547821234466,-0.3780610292758533,-0.19570407662097733,-0.08097622450957352,-0.5408888074384892,-1.5521373969263208,-0.7638950756658629,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0008
8869,-0.8711778194807491,0.3446268056215248,0.22870167328860927,0.3338063112268696,0.6363401939457547,0.17720000058619947,0.29808540027265257,0.1556443681752384,0.6981972877143034,0.871034425656711,0.2198010559250161,-0.642951216536134,0.15621408886711674,-0.5770529829586065,0.24881183253948772,0.14216922811196064,0.3242906240270334,-0.0907376168495671,0.49309400762480066,-0.2585644035095672,0.6724061223855756,0.5309711366518233,0.9383286085803791,-0.15106582416418823,0.4676980673449869,-0.15917316888639482,0.4738013104902428,0.846924720837132,0.8506094914747238,0.7731502878788175,-0.31736683334347204,-0.6147219595761986,-0.43831536139313376,-0.3749489837274048,-0.1506933898881377,-1.5521373969263208,0.260684319336499,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.000775
8870,1.7031399334056005,0.7258917701349127,0.22870167328860927,0.5064995005361057,0.4322851177482933,-0.2750719246819453,0.403811880430238,0.7540979287655147,1.0990910700977223,0.15292098345538097,0.040056384823278696,0.49509139606634683,0.49740046360712836,0.23623598470442447,0.138325724584072,0.49580167751008364,0.9049281759390649,0.6702160860704454,0.3673895580147326,0.29859365968007523,0.4126348041774217,0.8186935412354016,0.8416919692697482,0.565691304634066,0.1130314633995301,0.28714499673537897,0.38647465614665105,0.9979685833985652,0.7582156608691608,0.820177964571374,-0.4304277367642237,-0.08223486640042169,-0.07439843423489911,-0.25735988004027227,-0.03920898487375157,-1.5521373969263208,-0.3156415903523296,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00025
8891,0.20145457755522986,-0.03663815889186307,-0.5397239903971787,0.9094502755909898,-0.04384339337911664,0.12066600992768137,-0.33627348067286034,-0.9868578838607436,0.8127383683952802,0.6099022648562273,-0.019858505543967106,-0.9107259489131884,-0.7308704854569135,-0.6448270635971924,-0.4141048151930067,-1.484540039119405,0.9049281759390649,-2.2044979027384906,0.11598065879459657,1.7312858221677272,-0.10690783223888618,0.41588217481839196,0.6001003709931708,-0.9702168285050502,-1.660301556327754,-0.7967705483460716,0.9104345822082016,0.7462288124628431,1.0815940679886311,1.0082886713416002,-0.5434886401849752,-0.08223486640042169,-0.49896818258617287,-0.25735988004027227,-0.26217779490252385,1.123015504684565,1.6694809874647467,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000625
8892,2.346719371627188,1.1071567346483007,0.17747329570955675,0.10354872548122156,0.4322851177482933,0.5164039445373081,0.403811880430238,0.971717405343797,0.9845499894167455,0.8057513854565901,0.5792903981284909,-0.5760075334418704,-0.2532095608208972,-0.10263441848850513,0.138325724584072,0.35434869775083444,0.7307369103654555,-0.6825904968984657,0.6187984572348687,0.6169696957884423,0.3087262768941601,0.3007932129849606,0.9383286085803791,0.5144943668627621,0.7514313505013523,0.1596255208434436,0.8231079278646098,0.5448369957142656,0.8506094914747238,0.9142333179564871,-0.03471457479159305,-0.3780610292758533,-0.07439843423489911,-0.13977077635313978,-0.5966310099456823,-1.5298444560795639,0.5168291680870895,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7e-05
8893,0.6305075363696214,0.562492499629175,0.7922138266581871,-0.011580067391602484,0.3642667590158062,0.7990738978298986,0.5095383605878235,-0.06197510840304388,-0.10359027705253461,0.4140531442558646,0.3396308366595077,0.2942603467835561,0.49740046360712836,0.7106545491745259,0.24881183253948772,0.778707637028582,0.9049281759390649,0.5856656746348885,1.1844684804801748,-0.01978237642829188,0.9321774405937295,0.588515617568539,0.4551454120272244,0.7192821179479776,0.7514313505013523,0.03210604495150824,0.38647465614665105,-0.059338454531467355,-0.11952572988368701,0.1617904908755822,-0.14777547821234466,-0.08223486640042169,-0.559621003779212,-0.6101271911016698,-0.26217779490252385,0.23129787081426975,-0.3156415903523296,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00065
8894,0.6305075363696214,-0.4723695469071635,0.587300316341977,1.082143464900226,0.4322851177482933,-0.10546995270639102,-0.23054700051527488,0.1556443681752384,0.8127383683952802,0.5446192246561065,0.2198010559250161,-0.44212016725334324,-0.18497228587289485,-0.23818257976567697,0.580270156405735,-0.9894546099620329,0.8468644207478618,-0.006187205414010163,0.3673895580147326,0.9353457318968094,1.088040231518622,0.6460600984852546,0.7450553299591173,0.4632974290914582,0.5386313881340783,0.03210604495150824,0.12449469311587581,0.8972726750242764,0.8968064067775052,0.7731502878788175,-0.4869581884745995,-0.31889579670076695,-0.25635689781401644,-0.022181672666007263,-0.48514660493129613,0.9000860962169932,-0.05949674160173911,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.000575
8895,0.20145457755522986,-1.6161644404473272,-1.6155199195572816,-1.8536407533567871,-1.4042105680288595,-1.2926837565352711,-2.1864868834306064,-1.5309065753064495,-1.478083245224257,-0.565192458745949,-1.9970498876630784,-1.3123880474787697,-1.3450059599889344,-1.7292123538145672,-0.30361870723759093,-1.2723605694805313,-2.056323338812296,-0.6825904968984657,-2.398108333406764,0.6169696957884423,-1.4057644232796558,-1.828352580933519,-1.3326324152194482,-1.6357770195320005,-2.5824347265859418,-1.4981276657517162,0.38647465614665105,-1.0662975382743556,-1.2744486124532237,-1.296067486593671,2.9613993658583246,2.816861529778808,2.8975898042240176,2.799956815825173,2.803643342993095,1.123015504684565,1.7975534118400418,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.000575
8896,0.41598105696242565,0.8348246171387378,0.587300316341977,-0.24183765313725056,0.5003034764807804,0.06413201926916327,0.5624016006666163,0.9173125361992265,-0.16086081739302302,0.9363174658568318,0.5193755077612451,-0.04045806868776179,0.019739538971112105,-0.03486033784991921,0.027839616628656253,-0.21146322128616235,0.7307369103654555,-1.0207921426406936,-0.13542824042553947,0.7761577138426259,0.9321774405937295,-0.6774629625992057,0.6001003709931708,0.9240698690331931,0.6095647089231696,-0.2866926447783302,-0.2248119242584912,0.09170540802996587,0.8044125761719423,0.7731502878788175,-0.5434886401849752,-0.3780610292758533,-0.13505125542793822,-0.3749489837274048,-0.48514660493129613,-1.5521373969263208,-0.44371401472762484,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.00065
8897,-0.22759838125916176,0.6714253466330001,0.4848435611838719,-0.7023528246285466,0.3642667590158062,0.29026798190323566,0.6681280808242017,0.8629076670546558,0.010950803628442253,0.4793361844559855,0.3995457270267535,0.8967534946319283,0.9750613882431446,0.9139767910902836,-0.5245909231484225,0.42507518763045904,0.38235437921823656,0.8393169089415593,0.3045373332096986,-0.5769404396179343,-0.36667915044704014,-0.965185367182784,-0.5112209810790851,0.6680851801766737,0.4676980673449869,0.2233852587894113,-0.31213857860208294,-1.3180373092100774,-1.0896609512420978,-0.6376800128978792,-0.31736683334347204,-0.5555567270011122,-0.6202738249722511,-0.3749489837274048,-0.20643559239533077,-1.5298444560795639,-1.276184773167044,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0008
